"date","location","category","payment_location","payment_status","payment_mode","membership_product","gross_member_count","gross_amount"
"2022-12-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","48","17700.0"
"2022-12-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","800.0"
"2022-12-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","54","19400.0"
"2022-12-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","2550.0"
"2022-12-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","58","20700.0"
"2022-12-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","208","75600.0"
"2022-12-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","155","56400.0"
"2022-12-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","372","134400.0"
"2022-12-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","114","41250.0"
"2022-12-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","84","30850.0"
"2022-12-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","19","6850.0"
"2022-12-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","39","14350.0"
"2023-01-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","32","11700.0"
"2023-01-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","3050.0"
"2023-01-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","2950.0"
"2023-01-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","11","4000.0"
"2023-01-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","9","3150.0"
"2023-01-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","800.0"
"2023-01-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","14","5300.0"
"2023-01-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","12","4450.0"
"2023-01-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","3550.0"
"2023-01-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1200.0"
"2023-01-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","1600.0"
"2023-01-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","350.0"
"2023-01-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1050.0"
"2023-01-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1100.0"
"2023-01-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","400.0"
"2023-01-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","400.0"
"2023-01-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","685","248950.0"
"2023-01-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","615","223950.0"
"2023-01-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","446","162900.0"
"2023-01-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","335","121350.0"
"2023-01-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","53","19150.0"
"2023-01-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","91","32900.0"
"2023-01-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","75","27400.0"
"2023-01-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","43","15850.0"
"2023-01-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","33","12100.0"
"2023-02-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","30","11100.0"
"2023-02-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","23","8550.0"
"2023-02-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","2100.0"
"2023-02-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","3500.0"
"2023-02-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","42","15100.0"
"2023-02-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","16","5550.0"
"2023-02-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","59","21250.0"
"2023-02-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","6","4100.0"
"2023-02-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","110","40250.0"
"2023-02-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","10","7000.0"
"2023-02-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","94","34200.0"
"2023-02-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","5","3800.0"
"2023-02-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","3300.0"
"2023-02-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2023-02-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","88","31750.0"
"2023-02-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2023-02-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","90","32750.0"
"2023-02-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","3","2000.0"
"2023-02-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","90","32700.0"
"2023-02-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","5","3700.0"
"2023-02-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","63","23250.0"
"2023-02-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","4","2900.0"
"2023-02-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","77","28200.0"
"2023-02-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2023-02-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","88","31500.0"
"2023-02-17","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","3750.0"
"2023-02-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","186","68550.0"
"2023-02-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2023-02-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","273","99350.0"
"2023-02-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","203","72750.0"
"2023-02-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","86","91100.0"
"2023-02-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","285","301850.0"
"2023-02-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","447","634700.0"
"2023-02-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","14","5100.0"
"2023-02-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","241","255500.0"
"2023-02-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","305","433550.0"
"2023-02-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","18","6350.0"
"2023-02-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","127","135100.0"
"2023-02-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","210","299200.0"
"2023-02-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","4400.0"
"2023-02-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","30","32000.0"
"2023-02-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","75","107100.0"
"2023-02-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","41","26750.0"
"2023-02-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","85","90650.0"
"2023-02-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","96","137500.0"
"2023-02-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","59","40300.0"
"2023-02-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","146","155150.0"
"2023-02-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","96","137700.0"
"2023-02-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","96","67200.0"
"2023-02-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","93","99400.0"
"2023-02-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","94","133400.0"
"2023-02-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","417","291900.0"
"2023-02-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","2150.0"
"2023-02-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","24","33800.0"
"2023-03-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","402","281050.0"
"2023-03-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","33","35000.0"
"2023-03-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","17","24800.0"
"2023-03-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","17","11900.0"
"2023-03-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","35","36550.0"
"2023-03-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","16","23000.0"
"2023-03-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","16","10800.0"
"2023-03-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","6","6350.0"
"2023-03-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","4300.0"
"2023-03-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","17","11900.0"
"2023-03-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","36","38450.0"
"2023-03-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","16","23500.0"
"2023-03-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","3500.0"
"2023-03-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","47","50200.0"
"2023-03-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","15","21400.0"
"2023-03-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","19","13300.0"
"2023-03-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","21","22400.0"
"2023-03-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","8","11300.0"
"2023-03-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","3500.0"
"2023-03-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","24","25800.0"
"2023-03-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","7","10000.0"
"2023-03-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","20","13650.0"
"2023-03-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","23","24400.0"
"2023-03-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","6","8500.0"
"2023-03-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","4900.0"
"2023-03-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","17","18150.0"
"2023-03-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","4","5700.0"
"2023-03-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","1400.0"
"2023-03-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1000.0"
"2023-03-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","2100.0"
"2023-03-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","13","13900.0"
"2023-03-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","2900.0"
"2023-03-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","3500.0"
"2023-03-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","20","21350.0"
"2023-03-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","4","5800.0"
"2023-03-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","4200.0"
"2023-03-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","16","16850.0"
"2023-03-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1400.0"
"2023-03-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","700.0"
"2023-03-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","19","20150.0"
"2023-03-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1400.0"
"2023-03-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","1400.0"
"2023-03-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","5","5350.0"
"2023-03-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","4","5700.0"
"2023-03-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","700.0"
"2023-03-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","25","26850.0"
"2023-03-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","3000.0"
"2023-03-17","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","3100.0"
"2023-03-17","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","3","3300.0"
"2023-03-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","2100.0"
"2023-03-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","20","21450.0"
"2023-03-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","11","7800.0"
"2023-03-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","35","36950.0"
"2023-03-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","4300.0"
"2023-03-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","9","6300.0"
"2023-03-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","9","9600.0"
"2023-03-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1500.0"
"2023-03-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","3500.0"
"2023-03-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","12","12850.0"
"2023-03-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1400.0"
"2023-03-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","9100.0"
"2023-03-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","28","30150.0"
"2023-03-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","4400.0"
"2023-03-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","4900.0"
"2023-03-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","6","6250.0"
"2023-03-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1500.0"
"2023-03-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","2100.0"
"2023-03-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","7000.0"
"2023-03-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1050.0"
"2023-03-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","9100.0"
"2023-03-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","7000.0"
"2023-03-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1050.0"
"2023-03-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","4200.0"
"2023-03-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1050.0"
"2023-03-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","3500.0"
"2023-03-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","1400.0"
"2023-03-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","2150.0"
"2023-03-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","700.0"
"2023-03-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1050.0"
"2023-04-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","2800.0"
"2023-04-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1050.0"
"2023-04-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","700.0"
"2023-04-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1000.0"
"2023-04-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1300.0"
"2023-04-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","700.0"
"2023-04-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","2100.0"
"2023-04-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","2100.0"
"2023-04-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","2450.0"
"2023-04-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1050.0"
"2023-04-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","700.0"
"2023-04-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","2150.0"
"2023-04-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","2800.0"
"2023-04-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","2800.0"
"2023-04-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","1050.0"
"2023-04-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","3850.0"
"2023-04-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","1400.0"
"2023-04-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","300.0"
"2023-04-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","1400.0"
"2023-04-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1400.0"
"2023-04-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","750.0"
"2023-04-17","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","750.0"
"2023-04-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1050.0"
"2023-04-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1050.0"
"2023-04-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","2800.0"
"2023-04-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","1750.0"
"2023-04-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","700.0"
"2023-04-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","2500.0"
"2023-04-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","2850.0"
"2023-04-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","2600.0"
"2023-04-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","3500.0"
"2023-04-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1100.0"
"2023-04-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","3600.0"
"2023-05-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","1850.0"
"2023-05-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1100.0"
"2023-05-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","1450.0"
"2023-05-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","700.0"
"2023-05-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1000.0"
"2023-05-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","350.0"
"2023-05-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","350.0"
"2023-05-17","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","1500.0"
"2023-05-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","400.0"
"2023-05-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","2450.0"
"2023-05-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2023-05-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","534","195050.0"
"2023-05-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","630","228350.0"
"2023-05-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","8","9300.0"
"2023-05-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","405","146700.0"
"2023-05-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","260","95300.0"
"2023-05-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","8","8850.0"
"2023-05-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","189","67650.0"
"2023-05-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2023-05-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","181","65950.0"
"2023-05-25","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","18","12600.0"
"2023-05-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","24","8750.0"
"2023-05-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","56","20650.0"
"2023-05-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","37","13150.0"
"2023-05-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2023-05-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","48","17550.0"
"2023-05-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","1400.0"
"2023-05-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2023-05-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","32","11750.0"
"2023-05-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","30","11050.0"
"2023-06-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","4500.0"
"2023-06-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","1500.0"
"2023-06-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","9","3400.0"
"2023-06-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","14","5400.0"
"2023-06-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","2300.0"
"2023-06-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","1500.0"
"2023-06-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","750.0"
"2023-06-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","3","2300.0"
"2023-06-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","2450.0"
"2023-06-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","800.0"
"2023-06-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","2350.0"
"2023-06-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","800.0"
"2023-06-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","400.0"
"2023-06-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1050.0"
"2023-06-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","1400.0"
"2023-06-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","1400.0"
"2023-06-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","350.0"
"2023-06-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","4","3000.0"
"2023-06-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","2850.0"
"2023-06-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","5","3600.0"
"2023-06-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","11","3900.0"
"2023-06-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","20","14400.0"
"2023-06-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","750.0"
"2023-06-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","29","21300.0"
"2023-06-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2023-06-17","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","26","9200.0"
"2023-06-17","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","487","354400.0"
"2023-06-17","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2023-06-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","37","13200.0"
"2023-06-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","385","281900.0"
"2023-06-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","3300.0"
